1,1729,319,3467,4905,7314,1721
2,3323,501,811,5687,1153,5459
3,5813,2342,3236,238,6153,4909
4,1247,509,58,1519,78,125
5,1153,3323,5813,2342,3467,2084
6,1519,1729,501,3236,125,6153
7,58,5459,4905,7314,1247,238
8,2084,5687,4909,319,811,509
9,78,5813,7314,1721,1519,3323
10,6153,58,2342,811,4905,5687
11,125,238,1729,78,319,1153
12,509,1721,2084,501,3236,1247
13,3467,78,125,5459,4909,1519
